ランダムタスク
Thread ID: 2272969140
Total: 0.001526

 %self     total     self     wait    child    calls  name
  0.15      0.00     0.00     0.00     0.00        1  String#to_s
  0.15      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.07      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.07      0.00     0.00     0.00     0.00        1  Array#[]


Thread ID: 2272969140
Total: 0.001248

 %self     total     self     wait    child    calls  name
 31.17      0.00     0.00     0.00     0.00       49  Array#each
  5.77      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  5.05      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.73      0.00     0.00     0.00     0.00        8  Task#get_all_require
  4.57      0.00     0.00     0.00     0.00       43  Fixnum#==
  2.88      0.00     0.00     0.00     0.00       23  Array#<<
  2.48      0.00     0.00     0.00     0.00        4  WCBT#SR
  2.40      0.00     0.00     0.00     0.00       15  Kernel#==
  2.16      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.92      0.00     0.00     0.00     0.00       14  String#==
  1.92      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.92      0.00     0.00     0.00     0.00        6  Integer#upto
  1.84      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.84      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.84      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.68      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.60      0.00     0.00     0.00     0.00        8  Array#==
  1.60      0.00     0.00     0.00     0.00       14  Fixnum#+
  1.44      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.28      0.00     0.00     0.00     0.00        7  Array#size
  1.28      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.28      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.20      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.12      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.12      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.12      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.96      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.88      0.00     0.00     0.00     0.00        6  Float#to_f
  0.88      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.88      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.80      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.72      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.72      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.72      0.00     0.00     0.00     0.00        6  String#<<
  0.64      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.56      0.00     0.00     0.00     0.00        6  Array#sort!
  0.56      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.48      0.00     0.00     0.00     0.00        3  Float#/
  0.40      0.00     0.00     0.00     0.00        3  Float#ceil
  0.40      0.00     0.00     0.00     0.00        3  Array#+
  0.40      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.40      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.40      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.32      0.00     0.00     0.00     0.00        2  String#to_str
  0.32      0.00     0.00     0.00     0.00        1  Array#sort
  0.32      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.24      0.00     0.00     0.00     0.00        1  String#to_s
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq
  0.16      0.00     0.00     0.00     0.00        1  Array#[]
  0.08      0.00     0.00     0.00     0.00        3  Integer#to_i


Thread ID: 2272969140
Total: 0.002234

 %self     total     self     wait    child    calls  name
 36.79      0.00     0.00     0.00     0.00       92  Array#each
  5.60      0.00     0.00     0.00     0.00        6  WCBT#sbgp
  5.55      0.00     0.00     0.00     0.00        6  WCBT#wcsxg
  4.34      0.00     0.00     0.00     0.00       99  Fixnum#==
  3.36      0.00     0.00     0.00     0.00       62  Array#<<
  3.27      0.00     0.00     0.00     0.00       12  Integer#upto
  2.86      0.00     0.00     0.00     0.00       48  String#==
  2.60      0.00     0.00     0.00     0.00       12  Array#sort!
  2.42      0.00     0.00     0.00     0.00       11  Task#get_all_require
  2.42      0.00     0.00     0.00     0.00       44  Kernel#==
  2.24      0.00     0.00     0.00     0.00        6  WCBT#wcspg
  1.97      0.00     0.00     0.00     0.00        7  WCBT#SR
  1.84      0.00     0.00     0.00     0.00        2  Term::ANSIColor#blue
  1.79      0.00     0.00     0.00     0.00        2  Term::ANSIColor#magenta
  1.34      0.00     0.00     0.00     0.00       25  Fixnum#+
  1.30      0.00     0.00     0.00     0.00       22  Fixnum#to_s
  1.25      0.00     0.00     0.00     0.00        2  WCBT#sbg
  1.16      0.00     0.00     0.00     0.00        6  WCBT#partition
  1.16      0.00     0.00     0.00     0.00        9  Object#print_debug
  1.07      0.00     0.00     0.00     0.00       11  Array#==
  0.94      0.00     0.00     0.00     0.00        1  WCBT#AB
  0.90      0.00     0.00     0.00     0.00        5  ReqTuple#initialize
  0.90      0.00     0.00     0.00     0.00       12  String#<<
  0.85      0.00     0.00     0.00     0.00       10  Array#size
  0.81      0.00     0.00     0.00     0.00        2  WCBT#procList
  0.76      0.00     0.00     0.00     0.00        1  WCBT#SB
  0.72      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  0.72      0.00     0.00     0.00     0.00        8  <Module::Term::ANSIColor>#coloring?
  0.67      0.00     0.00     0.00     0.00       14  Fixnum#<=>
  0.63      0.00     0.00     0.00     0.00        5  Class#new
  0.58      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.54      0.00     0.00     0.00     0.00       12  Float#to_f
  0.49      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  0.49      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.45      0.00     0.00     0.00     0.00        6  Fixnum#-
  0.45      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.40      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.36      0.00     0.00     0.00     0.00        8  Kernel#respond_to?
  0.36      0.00     0.00     0.00     0.00        8  Fixnum#*
  0.31      0.00     0.00     0.00     0.00        6  Enumerable#min
  0.31      0.00     0.00     0.00     0.00        6  Float#ceil
  0.31      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.27      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.27      0.00     0.00     0.00     0.00        5  <Class::Object>#allocate
  0.27      0.00     0.00     0.00     0.00        2  Array#uniq
  0.27      0.00     0.00     0.00     0.00        6  Array#+
  0.27      0.00     0.00     0.00     0.00        6  Integer#to_i
  0.27      0.00     0.00     0.00     0.00        6  Float#/
  0.22      0.00     0.00     0.00     0.00        4  Kernel#block_given?
  0.22      0.00     0.00     0.00     0.00        4  String#to_str
  0.18      0.00     0.00     0.00     0.00        2  Array#[]
  0.18      0.00     0.00     0.00     0.00        2  Array#sort
  0.13      0.00     0.00     0.00     0.00        2  String#to_s
  0.13      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.04      0.00     0.00     0.00     0.00        2  Fixnum#<


Thread ID: 2272969140
Total: 0.001060

 %self     total     self     wait    child    calls  name
 33.11      0.00     0.00     0.00     0.00       49  Array#each
  6.60      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.91      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.06      0.00     0.00     0.00     0.00       43  Fixnum#==
  3.96      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.40      0.00     0.00     0.00     0.00       23  Array#<<
  2.55      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.36      0.00     0.00     0.00     0.00       15  Kernel#==
  2.26      0.00     0.00     0.00     0.00        4  WCBT#SR
  2.08      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.98      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.89      0.00     0.00     0.00     0.00        6  Integer#upto
  1.79      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.79      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.70      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.60      0.00     0.00     0.00     0.00       14  String#==
  1.42      0.00     0.00     0.00     0.00       14  Fixnum#+
  1.42      0.00     0.00     0.00     0.00        8  Array#==
  1.42      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.42      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.42      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.23      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.23      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.04      0.00     0.00     0.00     0.00        7  Array#size
  0.85      0.00     0.00     0.00     0.00        6  Array#sort!
  0.85      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.85      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.85      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.75      0.00     0.00     0.00     0.00        6  Float#to_f
  0.75      0.00     0.00     0.00     0.00        6  String#<<
  0.66      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.66      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.57      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.57      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.57      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.57      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.47      0.00     0.00     0.00     0.00        3  Array#+
  0.47      0.00     0.00     0.00     0.00        2  String#to_str
  0.38      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.38      0.00     0.00     0.00     0.00        3  Float#ceil
  0.38      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.38      0.00     0.00     0.00     0.00        1  Array#sort
  0.38      0.00     0.00     0.00     0.00        3  Float#/
  0.38      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.28      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.28      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.28      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.28      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.19      0.00     0.00     0.00     0.00        1  Array#[]
  0.19      0.00     0.00     0.00     0.00        1  Array#uniq
  0.19      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001420

 %self     total     self     wait    child    calls  name
 27.04      0.00     0.00     0.00     0.00       56  Array#each
 21.62      0.00     0.00     0.00     0.00        6  Array#sort!
  4.86      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.44      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  3.38      0.00     0.00     0.00     0.00       50  Fixnum#==
  3.17      0.00     0.00     0.00     0.00        8  Task#get_all_require
  2.46      0.00     0.00     0.00     0.00        6  Integer#upto
  2.32      0.00     0.00     0.00     0.00       23  Array#<<
  1.69      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.69      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.69      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.69      0.00     0.00     0.00     0.00       21  String#==
  1.48      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.34      0.00     0.00     0.00     0.00       14  Fixnum#+
  1.34      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.20      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.20      0.00     0.00     0.00     0.00       15  Kernel#==
  1.20      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.13      0.00     0.00     0.00     0.00        8  Array#==
  1.13      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.06      0.00     0.00     0.00     0.00        1  WCBT#AB
  0.99      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.92      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  0.92      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.92      0.00     0.00     0.00     0.00        1  WCBT#sbg
  0.77      0.00     0.00     0.00     0.00        7  Array#size
  0.77      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.70      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.63      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.56      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.56      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.49      0.00     0.00     0.00     0.00        6  String#<<
  0.49      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.42      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.35      0.00     0.00     0.00     0.00        6  Float#to_f
  0.35      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.35      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.28      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.28      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.28      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.21      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.21      0.00     0.00     0.00     0.00        1  Array#uniq
  0.21      0.00     0.00     0.00     0.00        1  Array#sort
  0.21      0.00     0.00     0.00     0.00        2  String#to_str
  0.21      0.00     0.00     0.00     0.00        1  Array#[]
  0.21      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.14      0.00     0.00     0.00     0.00        1  String#to_s
  0.14      0.00     0.00     0.00     0.00        3  Float#/
  0.14      0.00     0.00     0.00     0.00        3  Array#+
  0.07      0.00     0.00     0.00     0.00        3  Float#ceil
  0.07      0.00     0.00     0.00     0.00        3  Integer#to_i


Thread ID: 2272969140
Total: 0.001277

 %self     total     self     wait    child    calls  name
 29.99      0.00     0.00     0.00     0.00       49  Array#each
  6.66      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  5.56      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.78      0.00     0.00     0.00     0.00       43  Fixnum#==
  4.15      0.00     0.00     0.00     0.00        8  Task#get_all_require
  2.58      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.58      0.00     0.00     0.00     0.00       23  Array#<<
  2.35      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  2.35      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  2.19      0.00     0.00     0.00     0.00        6  Integer#upto
  2.11      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  2.04      0.00     0.00     0.00     0.00       15  Kernel#==
  1.88      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.88      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.72      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.64      0.00     0.00     0.00     0.00       14  Fixnum#+
  1.57      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.57      0.00     0.00     0.00     0.00       14  String#==
  1.57      0.00     0.00     0.00     0.00        8  Array#==
  1.49      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.33      0.00     0.00     0.00     0.00        6  String#<<
  1.33      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.25      0.00     0.00     0.00     0.00        7  Array#size
  1.17      0.00     0.00     0.00     0.00        1  WCBT#LB
  1.10      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.10      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.02      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.94      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.86      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.70      0.00     0.00     0.00     0.00        6  Float#to_f
  0.70      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.70      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.63      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.63      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.55      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.55      0.00     0.00     0.00     0.00        6  Array#sort!
  0.55      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.47      0.00     0.00     0.00     0.00        3  Array#+
  0.47      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.31      0.00     0.00     0.00     0.00        3  Float#ceil
  0.31      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.31      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.31      0.00     0.00     0.00     0.00        1  Array#uniq
  0.31      0.00     0.00     0.00     0.00        2  String#to_str
  0.31      0.00     0.00     0.00     0.00        3  Float#/
  0.31      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.23      0.00     0.00     0.00     0.00        1  Array#[]
  0.23      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.23      0.00     0.00     0.00     0.00        1  Array#sort
  0.23      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.16      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001109

 %self     total     self     wait    child    calls  name
 31.92      0.00     0.00     0.00     0.00       49  Array#each
  6.76      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  5.86      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.51      0.00     0.00     0.00     0.00        8  Task#get_all_require
  4.33      0.00     0.00     0.00     0.00       43  Fixnum#==
  2.98      0.00     0.00     0.00     0.00       23  Array#<<
  2.43      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  2.25      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  2.16      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.98      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.98      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.98      0.00     0.00     0.00     0.00        6  Integer#upto
  1.80      0.00     0.00     0.00     0.00       14  String#==
  1.80      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.71      0.00     0.00     0.00     0.00       15  Kernel#==
  1.71      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.62      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.53      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.44      0.00     0.00     0.00     0.00        8  Array#==
  1.35      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.26      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.17      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.17      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.08      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.90      0.00     0.00     0.00     0.00        6  String#<<
  0.90      0.00     0.00     0.00     0.00        7  Array#size
  0.81      0.00     0.00     0.00     0.00       14  Fixnum#+
  0.81      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.72      0.00     0.00     0.00     0.00        6  Array#sort!
  0.72      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.72      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.63      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.63      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.63      0.00     0.00     0.00     0.00        3  Array#+
  0.54      0.00     0.00     0.00     0.00        1  Array#sort
  0.54      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.54      0.00     0.00     0.00     0.00        6  Float#to_f
  0.54      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.45      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.45      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.36      0.00     0.00     0.00     0.00        1  Array#uniq
  0.36      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.27      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.27      0.00     0.00     0.00     0.00        2  String#to_str
  0.27      0.00     0.00     0.00     0.00        3  Float#ceil
  0.27      0.00     0.00     0.00     0.00        3  Float#/
  0.18      0.00     0.00     0.00     0.00        1  String#to_s
  0.18      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.18      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.18      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.09      0.00     0.00     0.00     0.00        1  Array#[]


Thread ID: 2272969140
Total: 0.001379

 %self     total     self     wait    child    calls  name
 32.56      0.00     0.00     0.00     0.00       53  Array#each
  6.09      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  5.22      0.00     0.00     0.00     0.00        8  Task#get_all_require
  5.08      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.92      0.00     0.00     0.00     0.00       47  Fixnum#==
  3.26      0.00     0.00     0.00     0.00       23  Array#<<
  2.39      0.00     0.00     0.00     0.00        8  Array#==
  2.32      0.00     0.00     0.00     0.00        6  Integer#upto
  2.10      0.00     0.00     0.00     0.00       18  String#==
  2.03      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.96      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.89      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.89      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.74      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.74      0.00     0.00     0.00     0.00       15  Kernel#==
  1.67      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.60      0.00     0.00     0.00     0.00        7  Array#size
  1.52      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.52      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.31      0.00     0.00     0.00     0.00        6  String#<<
  1.31      0.00     0.00     0.00     0.00       14  Fixnum#+
  1.31      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.23      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.16      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.09      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.94      0.00     0.00     0.00     0.00        6  Float#to_f
  0.87      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.87      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.87      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.80      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.73      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.73      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.65      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.51      0.00     0.00     0.00     0.00        6  Array#sort!
  0.51      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.51      0.00     0.00     0.00     0.00        1  Array#uniq
  0.44      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.44      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.36      0.00     0.00     0.00     0.00        3  Array#+
  0.36      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.29      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.29      0.00     0.00     0.00     0.00        3  Float#ceil
  0.29      0.00     0.00     0.00     0.00        3  Float#/
  0.29      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.22      0.00     0.00     0.00     0.00        1  Array#[]
  0.22      0.00     0.00     0.00     0.00        2  String#to_str
  0.22      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.22      0.00     0.00     0.00     0.00        1  String#to_s
  0.22      0.00     0.00     0.00     0.00        1  Array#sort
  0.15      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.15      0.00     0.00     0.00     0.00        3  Fixnum#<=>


Thread ID: 2272969140
Total: 0.001091

 %self     total     self     wait    child    calls  name
 32.54      0.00     0.00     0.00     0.00       51  Array#each
  6.14      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  6.14      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.76      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.67      0.00     0.00     0.00     0.00       45  Fixnum#==
  3.02      0.00     0.00     0.00     0.00       23  Array#<<
  2.47      0.00     0.00     0.00     0.00        6  Integer#upto
  2.29      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.02      0.00     0.00     0.00     0.00        1  WCBT#SB
  2.02      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  2.02      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.92      0.00     0.00     0.00     0.00       16  String#==
  1.83      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.74      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.74      0.00     0.00     0.00     0.00       15  Kernel#==
  1.56      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.47      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.37      0.00     0.00     0.00     0.00        1  WCBT#LB
  1.37      0.00     0.00     0.00     0.00        8  Array#==
  1.37      0.00     0.00     0.00     0.00       14  Fixnum#+
  1.28      0.00     0.00     0.00     0.00        7  Array#size
  1.28      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.28      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.28      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.19      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.10      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.10      0.00     0.00     0.00     0.00        6  String#<<
  0.92      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.82      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.73      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.73      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.73      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.73      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.64      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.64      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.64      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.46      0.00     0.00     0.00     0.00        3  Array#+
  0.46      0.00     0.00     0.00     0.00        6  Array#sort!
  0.37      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.37      0.00     0.00     0.00     0.00        3  Float#ceil
  0.37      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.37      0.00     0.00     0.00     0.00        2  String#to_str
  0.27      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.27      0.00     0.00     0.00     0.00        6  Float#to_f
  0.27      0.00     0.00     0.00     0.00        1  Array#uniq
  0.27      0.00     0.00     0.00     0.00        3  Float#/
  0.27      0.00     0.00     0.00     0.00        1  String#to_s
  0.18      0.00     0.00     0.00     0.00        1  Array#sort
  0.18      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.18      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.09      0.00     0.00     0.00     0.00        1  Array#[]


Thread ID: 2272969140
Total: 0.001131

 %self     total     self     wait    child    calls  name
 32.98      0.00     0.00     0.00     0.00       51  Array#each
  5.92      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.42      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.16      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.89      0.00     0.00     0.00     0.00       45  Fixnum#==
  3.09      0.00     0.00     0.00     0.00        6  Integer#upto
  2.48      0.00     0.00     0.00     0.00       23  Array#<<
  2.30      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.95      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.95      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.86      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.86      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.86      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.77      0.00     0.00     0.00     0.00       11  Fixnum#to_s
